"subjID"	"choice"	"outcome"
"1099"	357	2	-1
"1100"	357	1	1
"1101"	358	1	1
"1102"	358	1	1
"1103"	358	1	1
"1104"	358	2	-1
"1105"	358	1	1
"1106"	358	1	-1
"1107"	358	2	1
"1108"	358	1	-1
"1109"	358	2	1
"1110"	358	1	-1
"1111"	359	1	-1
"1112"	359	2	1
"1113"	359	1	-1
"1114"	359	1	-1
"1115"	359	2	1
"1116"	359	1	1
"1117"	359	1	1
"1118"	359	1	1
"1119"	359	2	-1
"1120"	359	1	1
"1121"	360	2	-1
"1122"	360	2	-1
"1123"	360	1	1
"1124"	360	2	-1
"1125"	360	1	1
"1126"	360	1	-1
"1127"	360	2	1
"1128"	360	2	1
"1129"	360	2	1
"1130"	360	2	1
"1131"	362	1	1
"1132"	362	1	1
"1133"	362	1	1
"1134"	362	2	-1
"1135"	362	1	1
"1136"	362	1	-1
"1137"	362	1	-1
"1138"	362	2	1
"1139"	362	2	1
"1140"	362	2	1
"1141"	364	2	-1
"1142"	364	2	-1
"1143"	364	2	-1
"1144"	364	1	1
"1145"	364	1	1
"1146"	364	1	-1
"1147"	364	1	-1
"1148"	364	2	1
"1149"	364	2	1
"1150"	364	1	-1
"1151"	365	1	-1
"1152"	365	2	1
"1153"	365	2	1
"1154"	365	2	1
"1155"	365	2	1
"1156"	365	2	-1
"1157"	365	2	-1
"1158"	365	1	1
"1159"	365	1	1
"1160"	365	1	1
"1161"	366	1	1
"1162"	366	1	1
"1163"	366	1	1
"1164"	366	2	-1
"1165"	366	2	-1
"1166"	366	1	-1
"1167"	366	2	1
"1168"	366	1	-1
"1169"	366	1	-1
"1170"	366	1	-1
"1171"	392	1	1
"1172"	392	2	-1
"1173"	392	1	1
"1174"	392	1	1
"1175"	392	1	1
"1176"	392	1	-1
"1177"	392	2	1
"1178"	392	2	1
"1179"	392	2	1
"1180"	392	2	1
"1181"	155	1	-1
"1182"	155	1	-1
"1183"	155	1	-1
"1184"	155	2	1
"1185"	155	2	1
"1186"	155	2	-1
"1187"	155	1	1
"1188"	155	2	-1
"1189"	155	2	-1
"1190"	155	1	1
"1191"	262	1	1
"1192"	262	1	1
"1193"	262	1	1
"1194"	262	1	1
"1195"	262	1	1
"1196"	262	1	-1
"1197"	262	1	-1
"1198"	262	1	-1
"1199"	262	2	1
"1200"	262	1	-1
"1201"	390	1	1
"1202"	390	1	1
"1203"	390	2	-1
"1204"	390	1	1
"1205"	390	1	1
"1206"	390	1	-1
"1207"	390	2	1
"1208"	390	1	-1
"1209"	390	1	-1
"1210"	390	1	-1
